class,certainty
1,0.9999844762166495
3,0.9999999986945356
2,0.9970745082296956
2,0.9721047790004853
1,0.9999877197855754
3,0.9999999911485266
3,0.9999999999638047
3,0.9999974597849469
3,0.9999999999509073
3,0.9999999968542987
2,0.9993899926479167
2,0.9999674012746588
2,0.9999654614285339
2,0.9999849799582083
3,0.9999999988807291
3,0.9999999999902387
3,0.9999999975429754
1,0.9910900202762656
2,0.9999968180500873
3,0.9999999995615065
2,0.9644303108504295
3,0.9999999999957214
3,0.9999996737201403
3,0.9999999999928193
3,0.9999999999936675
3,0.9999999969178075
3,0.9999999983147203
3,0.999999949608909
3,0.9999984867312086
1,0.9985384416637854
3,0.9999999994557627
3,0.9999998204898162
3,0.9999999823414402
3,0.9999999984704833
1,0.9999776584414107
2,0.998793293472647
3,0.9999999999974643
3,0.9999999718046769
3,0.9999999990719044
3,0.9999994010841745
3,0.9999999993365196
1,0.9999991592191183
2,0.9887426411819102
3,0.9999999992086808
3,0.9999999999924878
3,0.999999994708328
3,0.9999999648799481
3,0.9999999999609901
3,0.946521194847565
3,0.9999961631019975
2,0.9970506918334036
3,0.9999999996499587
1,0.9999858665308159
1,0.9999706388956078
3,0.9999999998100559
1,0.9999827584508459
3,0.9999999995891169
2,0.9999557659261129
3,0.9999999985328962
3,0.9999999879599143
3,0.9999999818023263
2,0.9959770459229234
3,0.9999999984592658
2,0.9994755751191237
2,0.9816444401403018
1,0.9999993197483363
2,0.9924411130078676
1,0.9983055757243307
1,0.9999966584781287
2,0.988235699815728
2,0.9999983234562587
1,0.9999803199135101
3,0.9999999996986892
3,0.999999998648829
1,0.9999726056172813
3,0.9999999997345852
3,0.9999999985436527
3,0.9999999999038565
3,0.9997188764645979
2,0.9993765685171498
3,0.9999999645235306
1,0.9984873134361216
2,0.5800420301907392
1,0.9970588643708789
2,0.9620796675100165
3,0.9999553420764303
3,0.9999992169424817
3,0.9999999999529816
3,0.9999999998157056
1,0.9999797320934777
1,0.9999874479513885
3,0.9999999993362871
3,0.9999999999837459
1,0.9976758548955844
3,0.9999999999591684
3,0.9999999999014633
2,0.9974732503907727
3,0.9999999989861388
3,0.9999999982221874
3,0.9999999980772625
3,0.9999999987160797
1,0.9942720911640628
3,0.9999999990133341
1,0.9947751668906686
1,0.9999761405793335
3,0.9999999997002442
3,0.9999999988437707
3,0.9999997086629594
3,0.9999999658956691
3,0.9999999999163376
1,0.997851067661805
3,0.9999732726662351
2,0.9999996824778272
2,0.9061142967900148
2,0.9861781800712022
3,0.9999998669519642
1,0.9999984873335388
1,0.9984686442026729
1,0.9999998045479572
2,0.9852432778049495
2,0.9998697045996123
3,0.9999999998397471
3,0.9999999997292361
1,0.999999333274286
1,0.9928648462371529
3,0.9999999997851725
3,0.9999999941664064
3,0.999999968333856
3,0.9999997884904498
3,0.9999999999805895
2,0.9998477680872444
3,0.9999999955886363
3,0.9999999431531378
1,0.9999856385798559
3,0.9999999829552196
1,0.9999877868195388
3,0.9999999991362682
2,0.9999730570833
3,0.9999999998155475
1,0.99999957447472
3,0.9999999997370079
1,0.9955910025367913
3,0.9999999998357127
3,0.9999999997827163
2,0.9997272614157908
3,0.9999999564065419
3,0.999999898821442
3,0.9999999988516737
2,0.9999989435213074
1,0.9979954142148139
1,0.9972172649296848
2,0.9999988531693593
3,0.9999995311133549
3,0.9999998344736826
2,0.999725541617826
3,0.9999999956739261
3,0.9999998171388252
1,0.9999889912604147
1,0.9999926509844818
3,0.9999999989856485
1,0.9999998241635484
3,0.9999999299482845
2,0.9999938247562125
1,0.9998203268529976
1,0.999999688520613
3,0.999999978533288
3,0.9999999997624864
3,0.9999997629969957
3,0.9999999997873741
3,0.9999999901624804
2,0.9999997236878158
3,0.9999999899838731
3,0.999999994887578
3,0.9999999995553515
1,0.9999997441093313
3,0.9999999985857788
3,0.9999991029912721
3,0.9999997387379661
3,0.9999999998428544
1,0.9999895484655896
1,0.9994197836693679
3,0.9999999984509631
1,0.9999884937180581
1,0.9999973944555546
3,0.9999999793736296
3,0.9999999442759873
1,0.9999974874111448
2,0.9998652293372408
2,0.9999983892949234
1,0.9999986673297018
3,0.9999999999173295
3,0.9999999961524701
3,0.9991264396081027
3,0.9999998524415739
2,0.9999937378817192
1,0.9999996221249294
1,0.9999971083276615
3,0.9999999173413192
2,0.9999995354768125
3,0.9999999974162266
1,0.9999989951294389
3,0.9999999865925349
1,0.9999999961856434
3,0.9999999990225681
3,0.9999999998862807
1,0.9999998683315656
1,0.9999984923227625
3,0.9998884578693727
2,0.9995412924924955
1,0.9999998550908994
3,0.9999999984507932
3,0.9999999922524326
3,0.9999999983567966
1,0.9999998574582544
1,0.9999999967626867
1,0.9999670835401895
3,0.9213546107187994
1,0.9999998106996998
2,0.9999988462223739
1,0.9999557367244707
1,0.9999593159224056
3,0.9999996090919385
2,0.999960021141546
1,0.999973109814487
3,0.9999998038005239
3,0.9999683819284739
2,0.9970397432089382
2,0.9908309551302215
3,0.9999999641362576
2,0.9854340101076395
2,0.9983915836916185
2,0.9999932380621157
3,0.9999999895182127
1,0.9999764452126916
3,0.8892642101049484
1,0.9999995667354232
1,0.999679847715002
3,0.9999999989548916
3,0.9999999991493465
2,0.999693639385192
2,0.9813038282525912
2,0.9999704396274764
2,0.9999129355786693
1,0.9999774740648577
3,0.9999999084127391
2,0.9933312881012745
1,0.9999565407332428
2,0.9996412318842842
2,0.6816126018309023
2,0.9988127756984169
3,0.9999999850925074
3,0.9999999931643737
3,0.9999999989462343
2,0.9976604804823566
3,0.9999933454902934
1,0.9997867951223276
1,0.9999652068257691
2,0.9999925519828208
3,0.9999999931055692
1,0.999951480036389
1,0.9994550585599862
1,0.999952582880268
1,0.9999610538279607
3,0.9999999997079476
1,0.9999517589656233
3,0.9999999971451632
2,0.9998784958890254
3,0.9992114805108915
2,0.9998671067204862
2,0.9999284177887338
3,0.9999999519644168
1,0.9999488444496811
2,0.9993421804344396
1,0.9996672034866663
3,0.9999999988933512
1,0.9983157849448242
2,0.9992590512783394
3,0.9999999967544835
2,0.999992200451801
3,0.999999999571126
1,0.9918765720535333
3,0.999999997429186
2,0.9988329025008684
3,0.9999999945930977
2,0.8708992557590459
2,0.8466906269898573
2,0.8464194313814077
2,0.9994966478571994
2,0.9179785442685103
2,0.9999087923110687
1,0.9999630700404295
1,0.9996449935315115
2,0.8072767611700393
3,0.999999956226297
1,0.9893291904065871
2,0.9999199156037013
3,0.9999999997996609
3,0.9999999984281205
2,0.9978434633664929
3,0.9999999997520472
3,0.9999999993580837
1,0.99992754392344
1,0.9999365542786123
3,0.9999999797765398
1,0.9990904206031749
3,0.9999999996107893
3,0.9994036239961488
1,0.9998804679755934
1,0.9998605276964498
3,0.9999999828332399
2,0.9949198606001183
3,0.9999991981823629
1,0.7529351636241862
2,0.8599263100028445
2,0.9907529192845765
2,0.9997136484781924
1,0.9615659125415091
1,0.9837392585740967
1,0.9998886999391703
3,0.9999999139991228
2,0.9485656241147872
2,0.9998366147243681
2,0.9870185691594311
3,0.9999999929463987
2,0.9998037137388599
2,0.999710973874163
2,0.9997588091182465
2,0.9938614370411684
2,0.9838409204478311
2,0.9999532587036625
3,0.9999999510151747
2,0.999840994321123
2,0.9928134958476659
2,0.9982314415750168
2,0.9996326194713541
3,0.9999996907983452
3,0.999999870069139
1,0.5276983310555967
3,0.9999987490688668
2,0.9997305357484829
2,0.9985780890060488
2,0.9997651034377578
1,0.9981747029800383
2,0.9980726552766145
2,0.9896907743571937
2,0.6971756002180262
1,0.9969459451478289
2,0.9999598284455857
2,0.9983607154579774
3,0.9999997691493283
1,0.9999655983449232
2,0.9999609473936125
2,0.9999443875794051
2,0.8755150761849895
2,0.999948948271219
1,0.85891470619075
2,0.9854545052644219
2,0.8049310162053565
2,0.9997146994566959
1,0.9981705755002134
1,0.9992130148725514
1,0.5517009017880041
2,0.543189396233401
1,0.9998944087359473
2,0.9976572375047653
2,0.9875962349024093
1,0.9999193190545592
2,0.9766209907998589
2,0.9998448349295354
1,0.9975746464577431
3,0.9999999272092979
1,0.9999996772988218
2,0.9996881944344755
1,0.9975584964750047
1,0.9999796654179633
2,0.9990894550068244
1,0.997428696275096
1,0.9999997561601404
1,0.9997074687773697
1,0.9999998122612465
2,0.9999654892415849
1,0.9498579124822887
1,0.988144935800338
1,0.9998469079115991
1,0.9912871937890885
2,0.999848380889564
2,0.9999715240742141
2,0.9996011601836419
1,0.9967137415116414
2,0.9933530738355343
2,0.99993424566298
2,0.9745689032081055
1,0.9999518722078816
2,0.9926902148013788
2,0.9956065544155189
1,0.9999996897623676
1,0.9998860749261664
2,0.9981865234762671
1,0.9917415290293291
2,0.9961710585954325
1,0.9978187376573816
1,0.9999997115641078
1,0.9999615830991697
2,0.9999789911949031
1,0.9999946068642973
2,0.8871033866377005
1,0.9955815908687571
3,0.9999998612158093
2,0.9981442886624319
1,0.9868358860838597
2,0.9999692021912644
2,0.9999371548928687
1,0.9999995344231372
1,0.9999692404668898
1,0.9999482032432302
1,0.9999031759816857
2,0.9998143141861967
2,0.7247280168343607
2,0.998767678944385
1,0.9906429962748202
2,0.9997738366084424
1,0.9227887780315813
2,0.9999792551563974
1,0.9879533130052326
1,0.9999997877110887
1,0.9999386959852822
2,0.9998689810785846
1,0.9999517155776246
1,0.998587875931552
1,0.9540774355927082
2,0.8731864458251354
1,0.9999984143353141
2,0.9945680901498812
2,0.9999696510573888
1,0.9999633706275306
2,0.9999616067122682
1,0.9999326414931008
1,0.9999998663333519
2,0.8047074248790295
1,0.9999382882202146
1,0.8010538161319186
2,0.8553322437990672
1,0.8234487051612799
1,0.9999993663161814
2,0.9999490106413875
3,0.9999999999292772
2,0.9358070345525147
1,0.9999998575686752
1,0.9999954164183166
1,0.9854121664153318
2,0.9877310662156696
2,0.6611462039581276
1,0.9999998631670112
1,0.9999241776512
1,0.9822865486974388
2,0.9999514926739583
2,0.9955630895768436
2,0.8756654661643735
1,0.9999951084837742
2,0.9993691096264256
1,0.9882339219551488
2,0.9995580476751104
1,0.9999985944914173
1,0.9999599567012236
1,0.8117869405486798
1,0.974689785114048
2,0.9999615256794794
2,0.9999308386003792
1,0.9999990802290808
1,0.9999945562383512
1,0.9999202477375331
1,0.9757177835477353
2,0.6255851843684286
2,0.9999560366154429
2,0.9999397479672144
1,0.9998344661559775
2,0.9994109112356876
2,0.9553684633180809
1,0.885111230048512
1,0.8087477611210341
1,0.999870181087067
2,0.9999567786055702
2,0.9999180631656746
2,0.991403025650003
1,0.9998253020731874
2,0.9991933837631112
2,0.9996818415555516
1,0.9929116336817446
2,0.9995173706547159
2,0.9994221880559949
1,0.9996113422965376
1,0.9998070940158831
2,0.999745050820329
2,0.9649504827705121
2,0.9946016235055569
1,0.999995698616447
1,0.5136297271736747
1,0.9999967051478932
2,0.9994486240507994
1,0.9998420673031893
1,0.9999950511163085
2,0.9934094959258835
3,0.999999649297147
1,0.9997691718385258
2,0.9999259964709348
1,0.9999954699447425
2,0.9995037516027595
2,0.9995003872423233
2,0.999787473997595
2,0.9993142362159029
2,0.9998372426111483
1,0.9999999588992056
2,0.9998219616464832
2,0.999823687687233
3,0.9999999999527591
3,0.9999995121648941
2,0.999677745414912
1,0.9716912724445488
2,0.9973057563618065
2,0.9997110307831288
1,0.9999953073168727
2,0.9996168745800863
2,0.9994841581194565
1,0.9897587435710211
2,0.9966903923198973
1,0.9999959288012326
2,0.9425390223376595
2,0.9997051440838853
1,0.9996903339912596
1,0.998783981275667
1,0.9899059419306673
2,0.9998514685626797
1,0.996648101525669
2,0.9994348265452041
3,0.9999999816285311
2,0.9992079375254522
2,0.9988443816965165
1,0.9876015207740165
1,0.9999999389556338
2,0.9999671071214228
1,0.9992704061971657
3,0.9999999464133977
1,0.9999947004368537
1,0.9817514397425189
1,0.9999975930961861
2,0.9999592907890743
2,0.9991983327873902
3,0.9999999754075194
2,0.9999041368609713
3,0.9999999999441678
2,0.9705679805569866
2,0.9999146821269167
3,0.9972254020959846
3,0.9999847997123679
1,0.9989625893066563
1,0.9988944928758454
1,0.9852459287380999
1,0.9999999430809515
2,0.9996909175716041
2,0.999610860251098
1,0.9999983705546115
1,0.9994353023054355
1,0.9999999048481796
2,0.9998167635823599
2,0.999948533711899
1,0.9999999373312184
1,0.9999926030741648
1,0.9999999695340724
1,0.9905543287319134
3,0.9999922801179977
1,0.9988081922933145
1,0.9999999300372397
1,0.9992238298974788
2,0.9999475566069717
1,0.9999964853033699
2,0.8596514459267575
2,0.9999516303637648
2,0.9221859869683758
3,0.9999956209444398
2,0.9999676415413006
3,0.9999997616018075
1,0.9999987253402672
3,0.9999999996115634
2,0.85375669462882
3,0.9998095216270252
2,0.9998727321382834
1,0.999999954928414
3,0.9923412412246471
3,0.9999663209652492
1,0.99999995653675
1,0.9999942016431895
1,0.9999923084033091
3,0.9999997426928604
3,0.9999998108616057
2,0.9999660709293321
3,0.9987350752910449
1,0.9999987357993604
3,0.9999999997982278
3,0.999999962530148
1,0.9999981668697366
2,0.9999404093490076
3,0.9993837678867272
2,0.9988374179408973
2,0.9960870131635347
3,0.9999999999216074
2,0.9984330914219578
3,0.8158048908948288
2,0.9999520502095013
2,0.9984730952150742
3,0.9999999947988296
3,0.9999999771662998
2,0.9917744745134648
3,0.9999999995296676
2,0.9999455167731285
2,0.9979548441915487
2,0.9999458685363816
3,0.99999999956549
3,0.9581864508447034
3,0.9999999999067106
1,0.9999752759206249
2,0.9914353211087006
1,0.9999923616510559
2,0.9999446476743318
2,0.9999412760470782
3,0.9999999995178304
3,0.9999999974623042
1,0.9999900657377195
3,0.9999999917511578
2,0.9882302081400262
2,0.9999584723166385
2,0.9999541191461463
2,0.9999348792938173
2,0.999312597745734
2,0.9999270184940962
2,0.9998025624243623
1,0.9999862136515528
2,0.9971781044653171
2,0.9998668386450755
1,0.9999868941711667
1,0.9999868708447484
2,0.9937954050716687
3,0.999999999885332
1,0.9999878731452059
1,0.992620654432566
3,0.9999924159041463
3,0.9999999512736296
1,0.9999911637601778
1,0.9917747951177938
2,0.9997403904255627
3,0.9999999992835544
1,0.9999926540740103
1,0.9951939680486196
1,0.9993711820066602
1,0.9966703260415999
1,0.998447809987869
1,0.9843730055895293
2,0.9997343685468193
1,0.9853982551158501
1,0.9994654359750136
2,0.8531775672811038
2,0.9991715312210379
2,0.9695597953638311
2,0.9964099937533221
2,0.9993169353568836
2,0.9977925066421084
2,0.9998201739933934
1,0.9960823768682578
2,0.9979883373436826
2,0.9964587254301966
2,0.9556318914396383
1,0.9960765240373539
1,0.9988646253557338
2,0.9986854442480677
2,0.6723017911274743
2,0.7839969504244011
1,0.9974903119382699
1,0.9979479631418701
1,0.9975356870847879
1,0.9965064202909079
1,0.996400105873939
1,0.998256230933565
1,0.9971662792991349
1,0.9555222573273651
1,0.9960404109267735
2,0.9986151451598498
1,0.9989065839315696
1,0.9956369760386274
1,0.9719747877936994
2,0.9990798846520101
1,0.9971054627559909
1,0.9961945932927421
2,0.9095327484160045
1,0.9380122892500636
1,0.9978388807234614
2,0.8288865900152508
1,0.9850140309502456
1,0.9890153317418948
1,0.9986632535059193
1,0.9974753610340359
1,0.9901403854524783
1,0.9873675053218394
1,0.9988268044324375
2,0.9999627876698035
2,0.9997653373956528
1,0.9873269660109365
1,0.995153479067349
1,0.9926237883561895
1,0.9998072847618066
2,0.9857439671469818
1,0.9959565712293433
2,0.9999694583748344
2,0.9999785618041352
1,0.9669797572004555
2,0.9999858811899109
1,0.9906816422017374
1,0.9921086540077764
1,0.9747542948535806
1,0.9915243065279099
2,0.9938971940832642
1,0.995339000340444
2,0.9999470662001458
2,0.9997118219741726
1,0.9903013079578922
1,0.9998885102305708
1,0.9948010565875538
1,0.9900707363824035
2,0.9722512248400385
1,0.9923846669412796
1,0.9976081856363357
1,0.9937395749792087
1,0.9882016823976444
2,0.9999164091876119
1,0.9936263530927808
2,0.9999635949009843
2,0.9998191473410715
2,0.9606284664457965
2,0.9999799667093963
1,0.9977076025934709
1,0.7429881664422843
1,0.9999038037024717
1,0.9970734254260935
1,0.9998496750560911
2,0.9929128940880085
1,0.9988231713318468
2,0.9880505263263951
2,0.9999109202161656
2,0.9999854868346096
1,0.9944816260949073
2,0.922172421404134
2,0.9999830464138295
1,0.952719293765101
2,0.9760790708573853
2,0.9703668530257527
1,0.999978532248603
2,0.9885554631531135
1,0.9786407472212516
2,0.9966853985446154
2,0.9927317422677974
3,0.9999999610453434
1,0.9999738987790558
2,0.9877484734302555
3,0.9999996632024732
1,0.9999732290715806
2,0.9999593019156572
2,0.941291438039411
3,0.9999995507486703
3,0.9999999158871151
1,0.9999903181300591
2,0.9311116760387483
2,0.8062566639587928
1,0.9825632947729289
2,0.9997451393082567
2,0.9519647071688923
2,0.9793495786822892
2,0.8091355767021445
2,0.9999479009199448
1,0.9999675537805107
1,0.9996403004337002
2,0.8261165427186014
3,0.9606594988258524
2,0.9998296321407268
3,0.9999987826106346
3,0.9999979194441322
1,0.9999605379471
2,0.9883118702520157
2,0.9999912173684479
3,0.999998766366458
1,0.9714229009458748
2,0.9944951161487293
2,0.9999909171503747
3,0.9988208924396533
2,0.9497711286375897
2,0.999618716395058
3,0.9999987617046403
3,0.9999466022123713
2,0.999990272916966
3,0.9988167824186552
3,0.9999978204393852
1,0.9999947734091784
2,0.999989809742884
2,0.987936548806359
2,0.9999909858100575
1,0.99999106115077
1,0.9999973906489752
1,0.9999992997320147
2,0.9830669756067191
1,0.9999892633007793
2,0.9999920964555347
3,0.999994149366242
1,0.9999502058806918
3,0.9999998653158929
2,0.996994048315037
2,0.7514684505714944
1,0.999947011351974
3,0.9998830918968796
1,0.9999804272855586
2,0.9980312494145469
1,0.9999979796055106
3,0.999999918707922
2,0.9997890689672557
1,0.9999962631414749
2,0.9982228030566611
1,0.9999650198172659
2,0.9999487102550358
3,0.9999895474469052
2,0.9999990677244198
2,0.9999988503194718
2,0.9999990039783921
2,0.9999989493813839
1,0.9999834374628939
2,0.999998532897782
3,0.9999999687823719
2,0.9972510052676261
1,0.9999734831923834
2,0.9915674448853574
1,0.9999490154157102
3,0.9999999996236486
1,0.937035360413996
1,0.9999746875609764
1,0.9998498223145791
2,0.9999942839758854
3,0.9999469396773145
2,0.9851894732055047
2,0.9999861645431213
1,0.9999936851822624
3,0.9999990461834996
2,0.9999477011422724
1,0.9999874472491528
3,0.9999999979743794
2,0.9999990408153735
1,0.999919397352996
3,0.9999999607926491
2,0.9976425965121403
2,0.9999602278237735
3,0.9999999996746693
3,0.9999998152894626
2,0.9996179695165383
2,0.9999978363105808
2,0.9999840736630743
1,0.999999932660662
2,0.9987580525308777
3,0.999999526471397
3,0.9999996239592097
2,0.9999939865781887
2,0.9999445245919725
3,0.9999999999847711
1,0.9999032779196556
3,0.999999994221995
2,0.6327240155058467
2,0.9994885034765087
3,0.9999999995740265
2,0.9999559423227867
2,0.999998993547488
1,0.9999950352577541
2,0.9999862637371248
1,0.999719164294926
2,0.9888102302944011
1,0.9994783743815824
2,0.9999563428089779
2,0.9985365337197732
3,0.9999990770864899
2,0.9999991684937763
2,0.9999990669993261
3,0.9999990073778825
2,0.9999398696244931
2,0.9999684783111175
2,0.9999901675962968
1,0.9974167163651991
1,0.997255559402431
2,0.8585607968539511
2,0.9953466797957186
2,0.9979765765624521
1,0.9992957545591064
2,0.9998000456377838
3,0.9999999922938657
2,0.9999870845355595
1,0.9999601952093954
1,0.999896777656912
2,0.7745422330724715
2,0.9998222757450148
2,0.9946777964012635
2,0.9978941289544725
1,0.9995598229056375
1,0.999948778763082
2,0.9957860327866743
3,0.9999999999478371
1,0.9985349771637797
3,0.9999999973827118
2,0.9999303601553251
2,0.9999725324931845
2,0.9999897892103204
1,0.999992805811646
2,0.9954910404848824
3,0.9999999994582336
1,0.9969000343286478
1,0.9999177942241251
3,0.9999999997781093
2,0.9760430092841875
2,0.9999359211231597
3,0.9999999992131829
2,0.9999983619850125
1,0.994854759319805
2,0.9902518758137926
3,0.9999995587336137
1,0.9999778002274682
1,0.9999521969321074
3,0.9999999991989865
1,0.999477391945461
3,0.9999999998750315
3,0.9999999338987057
2,0.996811756401163
1,0.9996960718491028
1,0.9967889000268058
1,0.9999564452842925
2,0.9994510520514778
3,0.9999999999305176
1,0.9999119342388209
3,0.9999999923745843
3,0.9999999929218397
3,0.9999999940270927
2,0.9996798865617996
2,0.998189572760316
2,0.9999265894271286
3,0.999999999915494
1,0.9993401449149805
1,0.9998136813942635
1,0.9997116106752467
2,0.9095778683941039
3,0.9999998653649455
2,0.9852306217717172
2,0.9999959416806795
3,0.9999999995198137
3,0.9999998312628562
3,0.9999998570741113
3,0.9999999956866079
2,0.9999912850382846
3,0.9999999774684692
3,0.999999942439536
3,0.9999995863645362
3,0.9999940745991027
2,0.9830325369798318
2,0.9962547369271452
1,0.9999984917352498
1,0.9983126030576925
3,0.9999999999849754
3,0.9999999967085265
3,0.9999999461269395
3,0.9999999950972673
1,0.9985875522980917
3,0.843521903432705
3,0.9999987240050777
3,0.9999999727102159
3,0.9999999938331452
1,0.9981344212249947
3,0.9999790785690517
3,0.9999999998386098
3,0.9999999732003797
2,0.9972299841661274
2,0.9978658975791351
1,0.9967074189987167
3,0.9999999999926061
3,0.9999999999953377
3,0.9999999987279309
3,0.9999999999762268
2,0.9999974955695571
2,0.9984130308209476
1,0.9999210140708688
3,0.9999999999962688
3,0.9999999998862077
3,0.9999999934815222
1,0.9999992923344053
1,0.9999779040815407
3,0.9999994614858978
3,0.9999999999969005
3,0.9999999999999423
2,0.9997575275389127
1,0.9996375624103647
2,0.9999986679567436
2,0.9999951799354395
3,0.9999999983600654
3,0.9999999997224094
2,0.9934020506124223
1,0.9999651349355329
3,0.9999999550033325
3,0.9999999787038552
2,0.9999982933501123
1,0.9973974169362857
2,0.9999946103998832
3,0.9999999991251718
3,0.9999999999975397
3,0.9999994611091099
3,0.9999758195364599
3,0.999999801763219
3,0.9999999999988156
2,0.9944760431046415
3,0.9999999083354787
3,0.9999998938383803
3,0.9999973648219553
1,0.9999999463433431
3,0.9999999994114246
3,0.9999999999102238
3,0.9978558273208089
3,0.9999999995410251
3,0.9999994508333923
3,0.9999999323787602
3,0.9999999993623796
3,0.9999992915827121
2,0.9758744480552232
2,0.9999007717565883
3,0.9999999999996734
3,0.9999999206964992
3,0.999999997186501
3,0.9999988851960495
3,0.9999698449959658
3,0.9999989648476411
3,0.9999983319487049
3,0.9999954097064769
1,0.9999989953785794
3,0.9999999993746698
3,0.9999999999987994
3,0.9999996569311451
1,0.9994878944926797
3,0.9999962805900828
3,0.9999999202443625
3,0.9999998184600986
1,0.999929899831521
3,0.999893535480452
3,0.9999999480776496
3,0.9999917981880676
3,0.9999999999928233
3,0.9999993491576894
3,0.999999571324025
1,0.999999268520294
3,0.9999999997618054
3,0.9999999984351957
3,0.9999999999976383
3,0.9999995980795934
3,0.9999999481875916
3,0.9999999999988272
3,0.999999800514638
3,0.9999973145087119
3,0.9999999997830253
3,0.9999999558106603
3,0.9999999999540916
3,0.999999949408935
3,0.9999999977937644
3,0.9999999999884397
3,0.999999999221564
3,0.9999999997148006
3,0.9999999999739229
3,0.9999999998062525
3,0.9999999999905265
2,0.9877097093711744
3,0.9999997932022241
3,0.9999999357921968
3,0.9999999987796369
3,0.9999999999992306
1,0.9998117262591281
3,0.9959478234959616
3,0.9999999987914574
3,0.9999999941836015
3,0.9999999971703013
1,0.9553661239188581
3,0.9999977833085542
3,0.999999999998622
3,0.9999999999992415
3,0.9999999999557079
3,0.9999999999604443
3,0.9999981615053574
3,0.9999999988529906
3,0.9999999999928786
3,0.9999999998671452
3,0.9999999999974565
3,0.9999999999989515
3,0.9999999999848914
1,0.9999202610380872
2,0.9989706417529673
3,0.999999999238697
3,0.9999999234158211
3,0.9996369795656959
3,0.9999999996924982
3,0.9999999999787106
3,0.9999978495401667
3,0.9999997785945975
3,0.9999738376874949
3,0.9999989502479791
2,0.9999460534251239
3,0.9999999403616655
3,0.999206644468979
3,0.9999999983650139
2,0.9999817467948037
3,0.9999999997535911
3,0.9999981803109433
3,0.9999999343355802
3,0.9999999995118192
1,0.9999984344243903
3,0.9998571405776004
3,0.9999917010255688
3,0.999999999843515
1,0.9999991773032681
